<<<<<<< HEAD
Country Code,Year,City,Country Name,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
CHN,2017,Shanghai,China,65.17178082191782,,,,,,,,,,,,,,,,,,,
CHN,2018,Shanghai,China,65.26675900277012,,,,,,,,,,,,,,,,,,,
CHN,2012,Shenyang,China,45.441256830601105,,,,,,,,,,,,,,,,,,,
CHN,2013,Shenyang,China,46.36931506849318,,,,,,,,,,,,,,,,,,,
CHN,2014,Shenyang,China,48.75647382920114,,,,,,,,,,,,,,,,,,,
CHN,2015,Shenyang,China,48.43818681318683,,,,,,,,,,,,,,,,,,,
CHN,2016,Shenyang,China,48.0590027700831,,,,,,,,,,,,,,,,,,,
CHN,2017,Shenyang,China,48.96301369863013,,,,,,,,,,,,,,,,,,,
CHN,2018,Shenyang,China,48.30194986072421,,,,,,,,,,,,,,,,,,,
COG,2012,Brazzaville,Congo,77.69808743169396,,,,,,,,,,,,,,,,,,,
COG,2013,Brazzaville,Congo,77.90684931506851,,,,,,,,,,,,,,,,,,,
COG,2014,Brazzaville,Congo,78.54293628808864,,,,,,,,,,,,,,,,,,,
COG,2015,Brazzaville,Congo,78.16703296703304,,,,,,,,,,,,,,,,,,,
COG,2016,Brazzaville,Congo,78.70303867403318,,,,,,,,,,,,,,,,,,,
COG,2017,Brazzaville,Congo,78.29917808219174,,,,,,,,,,,,,,,,,,,
COG,2018,Brazzaville,Congo,78.52576177285322,,,,,,,,,,,,,,,,,,,
COL,2012,Bogota,Colombia,56.354644808743174,,,,,,,,,,,,,,,,,,,
COL,2013,Bogota,Colombia,56.84027397260276,,,,,,,,,,,,,,,,,,,
COL,2014,Bogota,Colombia,56.86263736263733,,,,,,,,,,,,,,,,,,,
COL,2015,Bogota,Colombia,57.47609890109893,,,,,,,,,,,,,,,,,,,
COL,2016,Bogota,Colombia,57.82734806629836,,,,,,,,,,,,,,,,,,,
COL,2017,Bogota,Colombia,57.110410958904076,,,,,,,,,,,,,,,,,,,
COL,2018,Bogota,Colombia,56.97638888888887,,,,,,,,,,,,,,,,,,,
CRI,2012,San Jose,Costa Rica,72.38060109289619,,,,,,,,,,,,,,,,,,,
CRI,2013,San Jose,Costa Rica,72.65041095890409,,,,,,,,,,,,,,,,,,,
CRI,2014,San Jose,Costa Rica,73.03241758241761,,,,,,,,,,,,,,,,,,,
CRI,2015,San Jose,Costa Rica,73.79615384615379,,,,,,,,,,,,,,,,,,,
CRI,2016,San Jose,Costa Rica,73.32837465564738,,,,,,,,,,,,,,,,,,,
CRI,2017,San Jose,Costa Rica,72.8832876712329,,,,,,,,,,,,,,,,,,,
CRI,2018,San Jose,Costa Rica,72.86888888888883,,,,,,,,,,,,,,,,,,,
CUB,2012,Havana,Cuba,75.05109289617485,,,,,,,,,,,,,,,,,,,
CUB,2013,Havana,Cuba,75.91671232876712,,,,,,,,,,,,,,,,,,,
CUB,2014,Havana,Cuba,75.38021978021975,,,,,,,,,,,,,,,,,,,
CUB,2015,Havana,Cuba,76.7785714285714,,,,,,,,,,,,,,,,,,,
CUB,2016,Havana,Cuba,75.9580110497237,,,,,,,,,,,,,,,,,,,
CUB,2017,Havana,Cuba,75.82876712328765,,,,,,,,,,,,,,,,,,,
CUB,2018,Havana,Cuba,75.89749999999998,,,,,,,,,,,,,,,,,,,
CZE,2012,Prague,Czech Republic,48.32240437158474,,,,,,,,,,,,,,,,,,,
CZE,2013,Prague,Czech Republic,46.99369863013692,,,,,,,,,,,,,,,,,,,
CZE,2014,Prague,Czech Republic,49.92664835164828,,,,,,,,,,,,,,,,,,,
CZE,2015,Prague,Czech Republic,50.36291208791209,,,,,,,,,,,,,,,,,,,
CZE,2016,Prague,Czech Republic,49.05690607734806,,,,,,,,,,,,,,,,,,,
CZE,2017,Prague,Czech Republic,48.76465753424658,,,,,,,,,,,,,,,,,,,
CZE,2018,Prague,Czech Republic,51.00747922437672,,,,,,,,,,,,,,,,,,,
DEU,2012,Munich,Germany,48.57158469945353,,,,,,,,,,,,,,,,,,,
DEU,2013,Munich,Germany,47.51753424657532,,,,,,,,,,,,,,,,,,,
DEU,2014,Munich,Germany,50.112912087912115,,,,,,,,,,,,,,,,,,,
DEU,2015,Munich,Germany,49.91978021978023,,,,,,,,,,,,,,,,,,,
DEU,2016,Munich,Germany,49.105248618784515,,,,,,,,,,,,,,,,,,,
DEU,2017,Munich,Germany,48.79342465753423,,,,,,,,,,,,,,,,,,,
DEU,2018,Munich,Germany,51.46115942028986,,,,,,,,,,,,,,,,,,,
DNK,2012,Copenhagen,Denmark,46.79535519125686,12.568337099999999,55.676096799999996,604991.5,86.0,0.9309999999999999,27.8,76.2,90.0,93.0,83.6,39.8,0.0,96.7,99.1,92.1,80.7,87.1,90.0,90.0
DNK,2013,Copenhagen,Denmark,46.90164383561643,,,,,,,,,,,,,,,,,,,
DNK,2014,Copenhagen,Denmark,49.88159340659342,12.568337099999999,55.676096799999996,604991.5,86.0,0.935,28.4,76.1,90.0,93.7,83.6,39.3,0.5,96.7,98.1,91.2,80.0,87.8,90.0,90.0
DNK,2015,Copenhagen,Denmark,48.374725274725286,12.568337099999999,55.676096799999996,604991.5,86.0,0.9329999999999999,28.2,76.3,95.0,91.0,83.6,39.6,1.8,96.7,97.4,92.1,87.6,88.0,90.0,80.0
DNK,2016,Copenhagen,Denmark,48.08784530386742,,,,,,,,,,,,,,,,,,,
DNK,2017,Copenhagen,Denmark,47.95479452054794,,,,,,,,,,,,,,,,,,,
DNK,2018,Copenhagen,Denmark,49.46011080332411,12.568337099999999,55.676096799999996,604991.5,86.0,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DOM,2012,Santo Domingo,Dominican Republic,79.51191860465114,,,,,,,,,,,,,,,,,,,
DOM,2013,Santo Domingo,Dominican Republic,80.62672064777327,,,,,,,,,,,,,,,,,,,
DOM,2014,Santo Domingo,Dominican Republic,80.83926174496641,,,,,,,,,,,,,,,,,,,
DOM,2015,Santo Domingo,Dominican Republic,81.13371104815863,,,,,,,,,,,,,,,,,,,
DOM,2016,Santo Domingo,Dominican Republic,80.12422535211269,,,,,,,,,,,,,,,,,,,
DOM,2017,Santo Domingo,Dominican Republic,80.11019283746559,,,,,,,,,,,,,,,,,,,
DOM,2018,Santo Domingo,Dominican Republic,79.65521126760562,,,,,,,,,,,,,,,,,,,
DZA,2012,Algiers,Algeria,64.29043715846997,,,,,,,,,,,,,,,,,,,
DZA,2013,Algiers,Algeria,63.70465753424658,,,,,,,,,,,,,,,,,,,
DZA,2014,Algiers,Algeria,65.64697802197797,,,,,,,,,,,,,,,,,,,
DZA,2015,Algiers,Algeria,64.9436813186813,,,,,,,,,,,,,,,,,,,
DZA,2016,Algiers,Algeria,65.31187845303864,,,,,,,,,,,,,,,,,,,
DZA,2017,Algiers,Algeria,64.99589041095896,,,,,,,,,,,,,,,,,,,
DZA,2018,Algiers,Algeria,64.41944444444447,,,,,,,,,,,,,,,,,,,
EGY,2012,Cairo,Egypt,72.6803278688525,,,,,,,,,,,,,,,,,,,
EGY,2013,Cairo,Egypt,72.58520547945211,,,,,,,,,,,,,,,,,,,
EGY,2014,Cairo,Egypt,73.15769230769233,,,,,,,,,,,,,,,,,,,
EGY,2015,Cairo,Egypt,72.71813186813186,,,,,,,,,,,,,,,,,,,
EGY,2016,Cairo,Egypt,74.88194444444447,,,,,,,,,,,,,,,,,,,
EGY,2017,Cairo,Egypt,74.0241095890411,,,,,,,,,,,,,,,,,,,
EGY,2018,Cairo,Egypt,75.71527777777774,,,,,,,,,,,,,,,,,,,
ESP,2012,Barcelona,Spain,63.03224043715851,,,,,,,,,,,,,,,,,,,
ESP,2013,Barcelona,Spain,62.24657534246573,,,,,,,,,,,,,,,,,,,
ESP,2014,Barcelona,Spain,62.88076923076925,2.177506,41.382271,1617601.5,101.0,0.888,36.1,67.2,70.0,62.6,57.95,54.0,38.7,31.5,77.3,52.2,79.9,87.8,80.0,70.0
ESP,2015,Barcelona,Spain,62.67857142857143,2.177506,41.382271,1617601.5,101.0,0.895,36.2,67.6,70.0,59.0,57.95,53.1,39.8,31.5,77.5,52.6,81.3,88.0,85.0,70.0
ESP,2016,Barcelona,Spain,62.56657458563539,,,,,,,,,,,,,,,,,,,
ESP,2017,Barcelona,Spain,62.51479452054798,2.177506,41.382271,1617601.5,101.0,0.903,34.7,63.6,71.2,57.2,53.9,62.5,41.4,26.9,66.9,55.3,85.5,87.0,85.0,70.0
ESP,2018,Barcelona,Spain,62.72071823204421,2.177506,41.382271,1617601.5,101.0,0.905,34.7,65.1,73.1,51.5,62.0,62.0,42.8,36.1,66.3,59.0,86.7,86.9,85.0,70.0
ESP,2012,Bilbao,Spain,58.18196721311478,,,,,,,,,,,,,,,,,,,
ESP,2013,Bilbao,Spain,58.078630136986355,,,,,,,,,,,,,,,,,,,
ESP,2014,Bilbao,Spain,61.109065934065946,,,,,,,,,,,,,,,,,,,
ESP,2015,Bilbao,Spain,59.928571428571395,,,,,,,,,,,,,,,,,,,
ESP,2016,Bilbao,Spain,59.29171270718233,,,,,,,,,,,,,,,,,,,
ESP,2017,Bilbao,Spain,58.831780821917825,,,,,,,,,,,,,,,,,,,
ESP,2018,Bilbao,Spain,59.41298342541437,,,,,,,,,,,,,,,,,,,
ESP,2012,Madrid,Spain,59.22103825136618,-3.7037902000000003,40.4167754,2397950.5,604.0,0.8809999999999999,35.4,69.1,70.0,61.0,53.9,61.3,37.1,26.9,81.3,51.8,81.5,87.1,80.0,80.0
ESP,2013,Madrid,Spain,58.5898630136986,-3.7037902000000003,40.4167754,2397950.5,604.0,0.882,36.2,68.0,70.0,62.0,53.9,53.9,43.0,26.9,80.3,54.3,79.9,86.8,80.0,70.0
ESP,2014,Madrid,Spain,60.443681318681335,-3.7037902000000003,40.4167754,2397950.5,604.0,0.888,36.1,67.2,70.0,62.6,53.9,54.0,38.7,26.9,77.3,52.2,79.9,87.8,80.0,70.0
ESP,2015,Madrid,Spain,60.608241758241775,,,,,,,,,,,,,,,,,,,
ESP,2016,Madrid,Spain,60.04254143646407,-3.7037902000000003,40.4167754,2397950.5,604.0,0.899,35.8,68.5,70.0,60.0,53.9,58.3,41.1,26.9,76.0,51.7,84.7,88.0,85.0,70.0
ESP,2017,Madrid,Spain,60.827123287671206,-3.7037902000000003,40.4167754,2397950.5,604.0,0.903,34.7,63.6,71.2,57.2,53.9,62.5,41.4,26.9,66.9,55.3,85.5,87.0,85.0,70.0
ESP,2018,Madrid,Spain,59.189502762430884,,,,,,,,,,,,,,,,,,,
ETH,2012,Addis Ababa,Ethiopia,62.487921348314565,38.754366,9.028874,3516188.6,540.0,0.43799999999999994,38.87940929917293,52.0,30.0,27.0,67.76822911104446,74.8,91.1,64.32249647213446,64.4,55.5,67.1,65.6,25.0,20.0
ETH,2013,Addis Ababa,Ethiopia,62.98361111111111,,,,,,,,,,,,,,,,,,,
ETH,2014,Addis Ababa,Ethiopia,63.63343023255809,,,,,,,,,,,,,,,,,,,
ETH,2015,Addis Ababa,Ethiopia,64.09552238805969,,,,,,,,,,,,,,,,,,,
ETH,2016,Addis Ababa,Ethiopia,63.10250000000003,38.754366,9.028874,3516188.6,540.0,0.467,38.87940929917293,51.5,30.0,33.0,67.76822911104446,77.2,90.5,64.32249647213446,55.8,57.7,66.0,65.0,20.0,20.0
ETH,2017,Addis Ababa,Ethiopia,62.45277777777774,,,,,,,,,,,,,,,,,,,
ETH,2018,Addis Ababa,Ethiopia,62.1211604095563,,,,,,,,,,,,,,,,,,,
FIN,2012,Helsinki,Finland,41.507650273224066,,,,,,,,,,,,,,,,,,,
FIN,2013,Helsinki,Finland,43.63972602739723,,,,,,,,,,,,,,,,,,,
FIN,2014,Helsinki,Finland,44.10384615384615,24.9410248,60.17332439999999,639758.4,214.0,0.9279999999999999,26.8,73.4,90.0,93.4,82.2,65.1,8.9,81.6,93.6,46.5,78.9,87.8,90.0,80.0
FIN,2015,Helsinki,Finland,44.920329670329686,,,,,,,,,,,,,,,,,,,
FIN,2016,Helsinki,Finland,42.904143646408876,24.9410248,60.17332439999999,639758.4,214.0,0.932,27.1,72.6,90.0,89.0,82.2,66.5,0.8,81.6,90.7,53.7,81.9,88.0,85.0,80.0
FIN,2017,Helsinki,Finland,42.81698630136985,24.9410248,60.17332439999999,639758.4,214.0,0.935,27.4,74.0,90.6,90.0,82.7,66.6,0.0,77.3,90.2,53.4,85.1,87.0,85.0,80.0
FIN,2018,Helsinki,Finland,44.0141274238227,24.9410248,60.17332439999999,639758.4,214.0,0.937,27.3,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
FRA,2012,Bordeaux,France,56.359016393442666,,,,,,,,,,,,,,,,,,,
FRA,2013,Bordeaux,France,55.9295890410959,,,,,,,,,,,,,,,,,,,
FRA,2014,Bordeaux,France,56.8964285714286,,,,,,,,,,,,,,,,,,,
FRA,2015,Bordeaux,France,57.08461538461541,,,,,,,,,,,,,,,,,,,
FRA,2016,Bordeaux,France,56.78846153846156,,,,,,,,,,,,,,,,,,,
FRA,2017,Bordeaux,France,56.857260273972656,,,,,,,,,,,,,,,,,,,
FRA,2018,Bordeaux,France,57.69862637362639,,,,,,,,,,,,,,,,,,,
FRA,2012,Paris,France,53.256557377049155,,,,,,,,,,,,,,,,,,,
FRA,2013,Paris,France,52.503571428571384,,,,,,,,,,,,,,,,,,,
FRA,2014,Paris,France,54.06978021978026,2.3522218999999995,48.856614,2242245.333333333,105.0,0.893,32.3,63.5,80.0,69.9,72.7,48.4,5.6,60.8,79.9,51.8,76.1,82.8,70.0,70.0
FRA,2015,Paris,France,54.27252747252746,,,,,,,,,,,,,,,,,,,
FRA,2016,Paris,France,53.202216066482045,,,,,,,,,,,,,,,,,,,
FRA,2017,Paris,France,54.36794520547941,,,,,,,,,,,,,,,,,,,
FRA,2018,Paris,France,54.16579710144928,2.3522218999999995,48.856614,2242245.333333333,105.0,0.898,32.4,63.9,84.0,65.1,72.7,47.3,2.7,60.8,80.2,45.0,81.6,81.9,75.0,70.0
GAB,2012,Libreville,Gabon,78.33251366120213,,,,,,,,,,,,,,,,,,,
GAB,2013,Libreville,Gabon,79.62493150684925,,,,,,,,,,,,,,,,,,,
GAB,2014,Libreville,Gabon,79.78107344632771,,,,,,,,,,,,,,,,,,,
GAB,2015,Libreville,Gabon,79.97472527472523,,,,,,,,,,,,,,,,,,,
GAB,2016,Libreville,Gabon,80.97707182320443,,,,,,,,,,,,,,,,,,,
GAB,2017,Libreville,Gabon,80.36630136986297,,,,,,,,,,,,,,,,,,,
GAB,2018,Libreville,Gabon,80.22714681440448,,,,,,,,,,,,,,,,,,,
GBR,2012,Belfast,United Kingdom,50.46166666666666,,,,,,,,,,,,,,,,,,,
GBR,2013,Belfast,United Kingdom,50.714010989010966,,,,,,,,,,,,,,,,,,,
GBR,2014,Belfast,United Kingdom,52.32561983471078,,,,,,,,,,,,,,,,,,,
GBR,2015,Belfast,United Kingdom,50.75674931129477,,,,,,,,,,,,,,,,,,,
GBR,2016,Belfast,United Kingdom,51.53407202216062,,,,,,,,,,,,,,,,,,,
GBR,2017,Belfast,United Kingdom,51.680547945205504,,,,,,,,,,,,,,,,,,,
GBR,2018,Belfast,United Kingdom,50.44833333333334,,,,,,,,,,,,,,,,,,,
GBR,2012,London,United Kingdom,51.87076502732246,-0.078689,51.504858,8797293.666666666,1572.0,0.904,32.3,74.1,90.0,76.0,93.8,56.4,21.5,53.5,94.7,71.5,73.9,87.1,90.0,80.0
GBR,2013,London,United Kingdom,51.67863013698629,,,,,,,,,,,,,,,,,,,
GBR,2014,London,United Kingdom,54.370329670329696,,,,,,,,,,,,,,,,,,,
GBR,2015,London,United Kingdom,53.43928571428568,-0.078689,51.504858,8797293.666666666,1572.0,0.9229999999999999,33.2,75.8,90.0,76.0,93.8,62.9,30.3,53.5,91.1,75.6,74.4,88.0,90.0,80.0
GBR,2016,London,United Kingdom,52.910497237569075,-0.078689,51.504858,8797293.666666666,1572.0,0.924,34.8,76.4,90.0,78.0,93.8,64.9,39.0,53.5,86.0,71.8,76.4,88.0,90.0,80.0
GBR,2017,London,United Kingdom,53.54328767123287,,,,,,,,,,,,,,,,,,,
GBR,2018,London,United Kingdom,53.91495844875348,-0.078689,51.504858,8797293.666666666,1572.0,0.9279999999999999,33.58571428571429,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
GIN,2012,Conakry,Guinea,81.03928571428574,,,,,,,,,,,,,,,,,,,
GIN,2013,Conakry,Guinea,80.89638888888894,,,,,,,,,,,,,,,,,,,
GIN,2014,Conakry,Guinea,80.70000000000006,,,,,,,,,,,,,,,,,,,
GIN,2015,Conakry,Guinea,80.7117824773414,,,,,,,,,,,,,,,,,,,
GIN,2016,Conakry,Guinea,81.05847953216373,,,,,,,,,,,,,,,,,,,
GIN,2017,Conakry,Guinea,81.43438395415474,,,,,,,,,,,,,,,,,,,
GIN,2018,Conakry,Guinea,81.02199413489735,,,,,,,,,,,,,,,,,,,
GMB,2012,Banjul,Gambia,78.99808743169402,,,,,,,,,,,,,,,,,,,
GMB,2013,Banjul,Gambia,78.90739726027397,,,,,,,,,,,,,,,,,,,
GMB,2014,Banjul,Gambia,78.79614325068876,,,,,,,,,,,,,,,,,,,
GMB,2015,Banjul,Gambia,78.38461538461537,,,,,,,,,,,,,,,,,,,
GMB,2016,Banjul,Gambia,78.84889502762428,,,,,,,,,,,,,,,,,,,
GMB,2017,Banjul,Gambia,79.30816326530605,,,,,,,,,,,,,,,,,,,
GMB,2018,Banjul,Gambia,77.83960674157301,,,,,,,,,,,,,,,,,,,
GNB,2012,Bissau,Guinea-Bissau,81.51774647887326,,,,,,,,,,,,,,,,,,,
GNB,2013,Bissau,Guinea-Bissau,81.96034482758621,,,,,,,,,,,,,,,,,,,
GNB,2014,Bissau,Guinea-Bissau,81.79942693409738,,,,,,,,,,,,,,,,,,,
GNB,2015,Bissau,Guinea-Bissau,81.56502890173412,,,,,,,,,,,,,,,,,,,
GNB,2016,Bissau,Guinea-Bissau,81.91163434903052,,,,,,,,,,,,,,,,,,,
GNB,2017,Bissau,Guinea-Bissau,81.90383561643836,,,,,,,,,,,,,,,,,,,
GNB,2018,Bissau,Guinea-Bissau,81.03722222222221,,,,,,,,,,,,,,,,,,,
GRC,2012,Athens,Greece,60.161006289308204,,,,,,,,,,,,,,,,,,,
GTM,2012,Guatemala City,Guatemala,66.37103825136612,,,,,,,,,,,,,,,,,,,
GTM,2013,Guatemala City,Guatemala,66.83205479452054,,,,,,,,,,,,,,,,,,,
GTM,2014,Guatemala City,Guatemala,66.80165289256202,,,,,,,,,,,,,,,,,,,
GTM,2015,Guatemala City,Guatemala,67.51767955801097,,,,,,,,,,,,,,,,,,,
GTM,2016,Guatemala City,Guatemala,67.48895027624305,,,,,,,,,,,,,,,,,,,
GTM,2017,Guatemala City,Guatemala,66.8315068493151,,,,,,,,,,,,,,,,,,,
GTM,2018,Guatemala City,Guatemala,66.89359331476327,,,,,,,,,,,,,,,,,,,
HKG,2012,Hong Kong,Hong Kong,75.60000000000002,114.13980149999999,22.288080899999997,7398480.0,1104.0,0.914,38.87940929917293,89.9,90.0,84.0,84.3,93.1,91.0,100.0,98.9,86.5,85.8,90.0,90.0,90.0
HKG,2013,Hong Kong,Hong Kong,75.45397260273973,,,,,,,,,,,,,,,,,,,
HKG,2014,Hong Kong,Hong Kong,76.12527472527474,114.13980149999999,22.288080899999997,7398480.0,1104.0,0.9259999999999999,38.87940929917293,90.1,90.0,82.3,84.3,93.0,89.7,100.0,98.9,95.5,82.0,90.0,90.0,90.0
HKG,2015,Hong Kong,Hong Kong,77.21675824175826,114.13980149999999,22.288080899999997,7398480.0,1104.0,0.93,38.87940929917293,89.6,90.0,75.0,84.3,93.2,89.7,100.0,100.0,95.9,81.8,90.0,90.0,90.0
HKG,2016,Hong Kong,Hong Kong,76.18425414364641,114.13980149999999,22.288080899999997,7398480.0,1104.0,0.9359999999999999,38.87940929917293,88.6,90.0,74.0,84.3,92.6,90.7,100.0,97.4,89.0,81.8,90.0,90.0,90.0
HKG,2017,Hong Kong,Hong Kong,76.6339726027397,,,,,,,,,,,,,,,,,,,
HKG,2018,Hong Kong,Hong Kong,76.1750692520776,114.13980149999999,22.288080899999997,7398480.0,1104.0,0.946,38.87940929917293,90.2,92.5,82.8,84.3,93.1,90.2,100.0,96.3,89.4,84.3,90.0,90.0,90.0
HND,2012,Tegucigalpa,Honduras,71.0155737704918,,,,,,,,,,,,,,,,,,,
HND,2013,Tegucigalpa,Honduras,71.63123287671232,,,,,,,,,,,,,,,,,,,
HND,2014,Tegucigalpa,Honduras,72.01483516483512,,,,,,,,,,,,,,,,,,,
HND,2015,Tegucigalpa,Honduras,73.10439560439558,,,,,,,,,,,,,,,,,,,
HND,2016,Tegucigalpa,Honduras,72.7582872928177,,,,,,,,,,,,,,,,,,,
HND,2017,Tegucigalpa,Honduras,71.36986301369873,,,,,,,,,,,,,,,,,,,
HND,2018,Tegucigalpa,Honduras,69.82770083102496,,,,,,,,,,,,,,,,,,,
HRV,2012,Zagreb,Croatia,55.56366120218577,,,,,,,,,,,,,,,,,,,
HRV,2013,Zagreb,Croatia,54.370136986301326,,,,,,,,,,,,,,,,,,,
HRV,2014,Zagreb,Croatia,56.22087912087915,,,,,,,,,,,,,,,,,,,
HRV,2015,Zagreb,Croatia,55.70494505494507,,,,,,,,,,,,,,,,,,,
HRV,2016,Zagreb,Croatia,54.832132963988926,,,,,,,,,,,,,,,,,,,
HRV,2017,Zagreb,Croatia,55.572054794520554,,,,,,,,,,,,,,,,,,,
HRV,2018,Zagreb,Croatia,56.49275766016704,,,,,,,,,,,,,,,,,,,
HTI,2012,Port au Prince,Haiti,84.57889610389613,,,,,,,,,,,,,,,,,,,
HTI,2013,Port au Prince,Haiti,85.37475409836068,,,,,,,,,,,,,,,,,,,
HTI,2014,Port au Prince,Haiti,85.10899999999998,,,,,,,,,,,,,,,,,,,
HTI,2015,Port au Prince,Haiti,86.47243401759535,,,,,,,,,,,,,,,,,,,
HTI,2016,Port au Prince,Haiti,85.15380281690142,,,,,,,,,,,,,,,,,,,
HTI,2017,Port au Prince,Haiti,84.9818681318681,,,,,,,,,,,,,,,,,,,
HTI,2018,Port au Prince,Haiti,85.16511627906978,,,,,,,,,,,,,,,,,,,
HUN,2012,Budapest,Hungary,52.56174863387979,,,,,,,,,,,,,,,,,,,
HUN,2013,Budapest,Hungary,52.29726027397263,,,,,,,,,,,,,,,,,,,
HUN,2014,Budapest,Hungary,53.69148351648354,,,,,,,,,,,,,,,,,,,
HUN,2015,Budapest,Hungary,53.602197802197814,,,,,,,,,,,,,,,,,,,
HUN,2016,Budapest,Hungary,52.21491712707178,,,,,,,,,,,,,,,,,,,
HUN,2017,Budapest,Hungary,52.22164383561643,,,,,,,,,,,,,,,,,,,
HUN,2018,Budapest,Hungary,54.0376731301939,,,,,,,,,,,,,,,,,,,
IDN,2012,Jakarta,Indonesia,83.66639118457307,,,,,,,,,,,,,,,,,,,
IDN,2013,Jakarta,Indonesia,83.18815426997239,,,,,,,,,,,,,,,,,,,
IDN,2014,Jakarta,Indonesia,83.46804407713488,,,,,,,,,,,,,,,,,,,
IDN,2015,Jakarta,Indonesia,83.35977961432512,,,,,,,,,,,,,,,,,,,
IDN,2016,Jakarta,Indonesia,83.5814404432133,,,,,,,,,,,,,,,,,,,
IDN,2017,Jakarta,Indonesia,83.4857142857143,106.84559899999999,-6.2087634000000005,10216080.5,662.0,0.7070000000000001,38.1,61.9,48.3,44.7,39.3,83.6,89.9,90.1,49.1,48.9,74.0,80.5,35.0,60.0
IDN,2018,Jakarta,Indonesia,83.57019498607244,,,,,,,,,,,,,,,,,,,
IND,2012,Bombay (Mumbai),India,81.69644808743169,,,,,,,,,,,,,,,,,,,
IND,2013,Bombay (Mumbai),India,81.73917808219171,,,,,,,,,,,,,,,,,,,
IND,2014,Bombay (Mumbai),India,82.7494505494506,,,,,,,,,,,,,,,,,,,
IND,2015,Bombay (Mumbai),India,83.6145604395604,,,,,,,,,,,,,,,,,,,
IND,2016,Bombay (Mumbai),India,82.83296703296709,,,,,,,,,,,,,,,,,,,
IND,2017,Bombay (Mumbai),India,83.4043835616439,,,,,,,,,,,,,,,,,,,
IND,2018,Bombay (Mumbai),India,83.75469613259672,,,,,,,,,,,,,,,,,,,
IND,2012,Calcutta,India,80.1792349726776,,,,,,,,,,,,,,,,,,,
IND,2013,Calcutta,India,79.38547945205477,,,,,,,,,,,,,,,,,,,
IND,2014,Calcutta,India,79.82857142857142,,,,,,,,,,,,,,,,,,,
IND,2015,Calcutta,India,80.55576923076922,,,,,,,,,,,,,,,,,,,
IND,2016,Calcutta,India,81.2233516483516,,,,,,,,,,,,,,,,,,,
IND,2017,Calcutta,India,79.85835616438358,,,,,,,,,,,,,,,,,,,
IND,2018,Calcutta,India,79.60193370165744,,,,,,,,,,,,,,,,,,,
IND,2012,Chennai (Madras),India,83.88961748633875,,,,,,,,,,,,,,,,,,,
IND,2013,Chennai (Madras),India,82.9621917808219,,,,,,,,,,,,,,,,,,,
IND,2014,Chennai (Madras),India,83.4401098901099,,,,,,,,,,,,,,,,,,,
IND,2015,Chennai (Madras),India,84.09752747252742,,,,,,,,,,,,,,,,,,,
IND,2016,Chennai (Madras),India,84.42032967032964,,,,,,,,,,,,,,,,,,,
IND,2017,Chennai (Madras),India,84.75863013698638,,,,,,,,,,,,,,,,,,,
IND,2018,Chennai (Madras),India,84.89641873278231,,,,,,,,,,,,,,,,,,,
IND,2012,Delhi,India,76.9049180327869,,,,,,,,,,,,,,,,,,,
IND,2013,Delhi,India,76.70137362637358,,,,,,,,,,,,,,,,,,,
IND,2014,Delhi,India,76.94065934065934,,,,,,,,,,,,,,,,,,,
IND,2015,Delhi,India,77.48956043956048,,,,,,,,,,,,,,,,,,,
IND,2016,Delhi,India,80.290027700831,,,,,,,,,,,,,,,,,,,
IND,2017,Delhi,India,78.88292011019288,,,,,,,,,,,,,,,,,,,
IND,2018,Delhi,India,78.0094707520891,,,,,,,,,,,,,,,,,,,
IRL,2012,Dublin,Ireland,49.004644808743144,,,,,,,,,,,,,,,,,,,
IRL,2013,Dublin,Ireland,49.204109589041146,,,,,,,,,,,,,,,,,,,
IRL,2014,Dublin,Ireland,50.248351648351644,,,,,,,,,,,,,,,,,,,
IRL,2015,Dublin,Ireland,49.22115384615384,,,,,,,,,,,,,,,,,,,
IRL,2016,Dublin,Ireland,49.794475138121555,,,,,,,,,,,,,,,,,,,
IRL,2017,Dublin,Ireland,50.20904109589038,,,,,,,,,,,,,,,,,,,
IRL,2018,Dublin,Ireland,49.91712707182318,,,,,,,,,,,,,,,,,,,
ISL,2012,Reykjavik,Iceland,42.23306010928963,,,,,,,,,,,,,,,,,,,
ISL,2013,Reykjavik,Iceland,41.06246575342467,-21.817439999999998,64.12652,126799.0,275.0,0.927,25.4,72.1,90.0,83.0,67.65,72.7,36.2,93.65,91.5,58.9,75.8,87.8,65.0,60.0
ISL,2014,Reykjavik,Iceland,42.93186813186814,,,,,,,,,,,,,,,,,,,
ISL,2015,Reykjavik,Iceland,40.31126373626377,,,,,,,,,,,,,,,,,,,
ISL,2016,Reykjavik,Iceland,42.94254143646408,,,,,,,,,,,,,,,,,,,
